## created with command:
## bgzip -d -c gnomad.v2.1.1.lof_metrics.by_gene.txt.bgz | cut -f 1,2,21,24,29,30 > gnomad.v2.1.1.gene-constraints.tsv
## pLI (probability of being loss-of-function intolerant)
## pLI scores closer to one indicate more intolerance to protein-truncating variation. For a set of transcripts
## intolerant of protein-truncating variation, we suggest pLI ≥ 0.9.
##
## Observed / expected (oe)
## The constraint score shown in gnomAD is the ratio of the observed / expected (oe) number of loss-of-function variants
## in that gene. The expected counts are based on a mutational model that takes sequence context, coverage and methylation
## into account.
## Interpretation
## Observed/expected (oe) is a continuous measure of how tolerant a gene is to a certain class of variation
## (e.g. loss-of-function). When a gene has a low oe value, it is under stronger selection for that class of variation
## than a gene with a higher value. Because counts depend on gene size and sample size, the precision of the oe values
## varies a lot from one gene to the next. Therefore in addition to the oe value, we also display the 90% confidence
## interval (CI) for each of the oe values. When evaluating how constrained a gene is, it is essential to take the 90%
## CI into consideration.
## Although oe is a continuous value, we understand that it can be useful to use a threshold for certain applications. In
## particular, for the interpretation of Mendelian diseases cases, we suggest using the upper bound of the oe CI < 0.35
## as a threshold if needed. Again, ideally oe should be used as a continuous value rather than a cutoff and evaluating
## the oe 90% CI is a must.
#gene	transcript	pLI	oe_lof	oe_lof_lower	oe_lof_upper
PHIP	ENST00000275034	1.0000e+00	5.7367e-02	3.0000e-02	1.1300e-01
LPHN2	ENST00000319517	1.0000e+00	4.3796e-02	1.9000e-02	1.1300e-01
DPYSL5	ENST00000288699	9.9991e-01	0.0000e+00	0.0000e+00	1.1300e-01
USP8	ENST00000433963	1.0000e+00	3.5998e-02	1.4000e-02	1.1300e-01
TIPARP	ENST00000461166	9.9991e-01	0.0000e+00	0.0000e+00	1.1300e-01
ZBTB4	ENST00000311403	9.9991e-01	0.0000e+00	0.0000e+00	1.1300e-01
ISY1	ENST00000273541	9.9990e-01	0.0000e+00	0.0000e+00	1.1400e-01
HNRNPU	ENST00000283179	1.0000e+00	2.3985e-02	8.0000e-03	1.1400e-01
TLK2	ENST00000346027	1.0000e+00	3.6368e-02	1.4000e-02	1.1400e-01
TRERF1	ENST00000372922	1.0000e+00	3.6207e-02	1.4000e-02	1.1400e-01
DHX30	ENST00000445061	1.0000e+00	3.6387e-02	1.4000e-02	1.1500e-01
MYCBP2	ENST00000544440	1.0000e+00	7.7305e-02	5.2000e-02	1.1500e-01
FUBP1	ENST00000370768	1.0000e+00	2.4336e-02	8.0000e-03	1.1500e-01
TRIM24	ENST00000343526	1.0000e+00	3.6616e-02	1.4000e-02	1.1500e-01
ZC3H7A	ENST00000396516	1.0000e+00	3.6397e-02	1.4000e-02	1.1500e-01
UBXN7	ENST00000296328	9.9988e-01	0.0000e+00	0.0000e+00	1.1600e-01
SLC17A7	ENST00000221485	9.9988e-01	0.0000e+00	0.0000e+00	1.1600e-01
NOTCH2	ENST00000256646	1.0000e+00	5.8619e-02	3.1000e-02	1.1600e-01
SMARCC1	ENST00000254480	1.0000e+00	4.4984e-02	1.9000e-02	1.1600e-01
RAI1	ENST00000353383	1.0000e+00	3.6788e-02	1.4000e-02	1.1600e-01
CSE1L	ENST00000262982	1.0000e+00	3.7158e-02	1.4000e-02	1.1700e-01
EIF4A1	ENST00000293831	9.9987e-01	0.0000e+00	0.0000e+00	1.1700e-01
PIK3CA	ENST00000263967	1.0000e+00	4.5187e-02	2.0000e-02	1.1700e-01
KIF5C	ENST00000435030	1.0000e+00	3.7254e-02	1.4000e-02	1.1700e-01
REV3L	ENST00000358835	1.0000e+00	6.6905e-02	3.9000e-02	1.1700e-01
AGPS	ENST00000264167	1.0000e+00	2.4715e-02	8.0000e-03	1.1700e-01
ADAM10	ENST00000260408	1.0000e+00	2.4700e-02	8.0000e-03	1.1700e-01
MED1	ENST00000300651	1.0000e+00	3.7292e-02	1.4000e-02	1.1700e-01
SMARCC2	ENST00000267064	1.0000e+00	4.5283e-02	2.0000e-02	1.1700e-01
MYRF	ENST00000278836	1.0000e+00	3.7076e-02	1.4000e-02	1.1700e-01
DOT1L	ENST00000398665	1.0000e+00	4.5607e-02	2.0000e-02	1.1800e-01
CHAF1A	ENST00000301280	1.0000e+00	2.4930e-02	8.0000e-03	1.1800e-01
PSMD1	ENST00000308696	1.0000e+00	3.7612e-02	1.4000e-02	1.1800e-01
SRRM2	ENST00000301740	1.0000e+00	6.2848e-02	3.5000e-02	1.1800e-01
PIAS4	ENST00000262971	9.9986e-01	0.0000e+00	0.0000e+00	1.1800e-01
ACTR3	ENST00000263238	9.9986e-01	0.0000e+00	0.0000e+00	1.1800e-01
DDX3X	ENST00000399959	9.9986e-01	0.0000e+00	0.0000e+00	1.1800e-01
TSC1	ENST00000298552	1.0000e+00	3.7521e-02	1.4000e-02	1.1800e-01
SON	ENST00000356577	1.0000e+00	5.1624e-02	2.4000e-02	1.1800e-01
WHSC1	ENST00000382895	1.0000e+00	4.5949e-02	2.0000e-02	1.1900e-01
TCEB3	ENST00000418390	1.0000e+00	2.5027e-02	8.0000e-03	1.1900e-01
STAG1	ENST00000383202	1.0000e+00	5.2126e-02	2.5000e-02	1.1900e-01
ATRX	ENST00000373344	1.0000e+00	5.6501e-02	2.9000e-02	1.1900e-01
VCPIP1	ENST00000310421	1.0000e+00	2.5050e-02	8.0000e-03	1.1900e-01
EIF4A3	ENST00000269349	9.9985e-01	0.0000e+00	0.0000e+00	1.1900e-01
MAU2	ENST00000392313	1.0000e+00	2.5133e-02	8.0000e-03	1.1900e-01
PSMC2	ENST00000435765	9.9985e-01	0.0000e+00	0.0000e+00	1.1900e-01
DAZAP1	ENST00000233078	9.9985e-01	0.0000e+00	0.0000e+00	1.1900e-01
POGZ	ENST00000271715	1.0000e+00	4.5859e-02	2.0000e-02	1.1900e-01
PRKAR1A	ENST00000589228	9.9985e-01	0.0000e+00	0.0000e+00	1.1900e-01
SF3A3	ENST00000373019	1.0000e+00	2.5121e-02	8.0000e-03	1.1900e-01
FXR1	ENST00000357559	1.0000e+00	2.5167e-02	8.0000e-03	1.1900e-01
CDC42BPB	ENST00000361246	1.0000e+00	6.0953e-02	3.2000e-02	1.2000e-01
XPO7	ENST00000252512	1.0000e+00	4.6473e-02	2.0000e-02	1.2000e-01
RARB	ENST00000330688	9.9983e-01	0.0000e+00	0.0000e+00	1.2000e-01
RERE	ENST00000337907	1.0000e+00	4.6333e-02	2.0000e-02	1.2000e-01
ZMYND11	ENST00000397962	1.0000e+00	2.5252e-02	8.0000e-03	1.2000e-01
RPL4	ENST00000307961	9.9984e-01	0.0000e+00	0.0000e+00	1.2000e-01
SUPT16H	ENST00000216297	1.0000e+00	4.6458e-02	2.0000e-02	1.2000e-01
ZBTB47	ENST00000232974	9.9983e-01	0.0000e+00	0.0000e+00	1.2000e-01
PRRC2C	ENST00000338920	1.0000e+00	7.1353e-02	4.3000e-02	1.2100e-01
PPFIA3	ENST00000334186	1.0000e+00	4.6834e-02	2.0000e-02	1.2100e-01
ATP1A1	ENST00000537345	1.0000e+00	3.8449e-02	1.5000e-02	1.2100e-01
KIF11	ENST00000260731	1.0000e+00	3.8378e-02	1.5000e-02	1.2100e-01
NCOA2	ENST00000452400	1.0000e+00	4.6929e-02	2.0000e-02	1.2100e-01
HIPK1	ENST00000369558	1.0000e+00	3.8558e-02	1.5000e-02	1.2100e-01
KIAA0430	ENST00000396368	1.0000e+00	5.2813e-02	2.5000e-02	1.2100e-01
ARMCX4	ENST00000423738	1.0000e+00	2.5809e-02	8.0000e-03	1.2200e-01
KMT2C	ENST00000262189	1.0000e+00	8.2126e-02	5.6000e-02	1.2200e-01
PIK3AP1	ENST00000339364	1.0000e+00	2.5645e-02	8.0000e-03	1.2200e-01
SEMA4C	ENST00000305476	1.0000e+00	2.5727e-02	8.0000e-03	1.2200e-01
CYTH1	ENST00000361101	9.9981e-01	0.0000e+00	0.0000e+00	1.2200e-01
RBM17	ENST00000446108	9.9981e-01	0.0000e+00	0.0000e+00	1.2200e-01
RTF1	ENST00000389629	1.0000e+00	2.5638e-02	8.0000e-03	1.2200e-01
IPO5	ENST00000261574	1.0000e+00	4.7375e-02	2.1000e-02	1.2200e-01
NUP98	ENST00000324932	1.0000e+00	5.7874e-02	2.9000e-02	1.2200e-01
TRAF2	ENST00000247668	9.9979e-01	0.0000e+00	0.0000e+00	1.2300e-01
EIF4B	ENST00000262056	9.9999e-01	2.5964e-02	8.0000e-03	1.2300e-01
ADNP	ENST00000396029	1.0000e+00	2.5868e-02	8.0000e-03	1.2300e-01
RET	ENST00000355710	1.0000e+00	3.9068e-02	1.5000e-02	1.2300e-01
TEAD1	ENST00000361985	9.9980e-01	0.0000e+00	0.0000e+00	1.2300e-01
CCDC22	ENST00000376227	9.9979e-01	0.0000e+00	0.0000e+00	1.2300e-01
SHANK3	ENST00000262795	1.0000e+00	3.9226e-02	1.5000e-02	1.2300e-01
CACNA1E	ENST00000367573	1.0000e+00	6.8996e-02	3.9000e-02	1.2400e-01
PRMT5	ENST00000324366	9.9999e-01	2.6112e-02	8.0000e-03	1.2400e-01
JADE3	ENST00000218343	9.9978e-01	0.0000e+00	0.0000e+00	1.2400e-01
WDR5	ENST00000358625	9.9978e-01	0.0000e+00	0.0000e+00	1.2400e-01
CUL4A	ENST00000375440	9.9999e-01	2.6090e-02	8.0000e-03	1.2400e-01
PCLO	ENST00000333891	1.0000e+00	8.0854e-02	5.3000e-02	1.2400e-01
ZNF219	ENST00000360947	9.9977e-01	0.0000e+00	0.0000e+00	1.2400e-01
GAPVD1	ENST00000394105	1.0000e+00	5.4558e-02	2.6000e-02	1.2500e-01
EPC1	ENST00000263062	1.0000e+00	3.9853e-02	1.5000e-02	1.2500e-01
KCNB1	ENST00000371741	9.9977e-01	0.0000e+00	0.0000e+00	1.2500e-01
NLGN2	ENST00000302926	9.9974e-01	0.0000e+00	0.0000e+00	1.2600e-01
PCDH19	ENST00000373034	9.9975e-01	0.0000e+00	0.0000e+00	1.2600e-01
DDX17	ENST00000396821	9.9999e-01	2.6525e-02	8.0000e-03	1.2600e-01
RB1	ENST00000267163	1.0000e+00	4.8569e-02	2.1000e-02	1.2600e-01
WNK1	ENST00000315939	1.0000e+00	6.7205e-02	3.7000e-02	1.2600e-01
ZC3H18	ENST00000301011	1.0000e+00	3.9887e-02	1.5000e-02	1.2600e-01
CDK12	ENST00000447079	1.0000e+00	4.8648e-02	2.1000e-02	1.2600e-01
HECTD4	ENST00000550722	1.0000e+00	8.4692e-02	5.7000e-02	1.2700e-01
RALGPS1	ENST00000259351	9.9999e-01	2.6813e-02	9.0000e-03	1.2700e-01
TNRC6C	ENST00000335749	1.0000e+00	5.5578e-02	2.6000e-02	1.2700e-01
SCN2A	ENST00000357398	1.0000e+00	6.0487e-02	3.1000e-02	1.2700e-01
SOBP	ENST00000317357	9.9972e-01	0.0000e+00	0.0000e+00	1.2700e-01
VCP	ENST00000358901	9.9999e-01	2.6683e-02	8.0000e-03	1.2700e-01
TLN1	ENST00000314888	1.0000e+00	7.5712e-02	4.6000e-02	1.2800e-01
BTAF1	ENST00000265990	1.0000e+00	6.8134e-02	3.8000e-02	1.2800e-01
EPHA7	ENST00000369303	1.0000e+00	4.0592e-02	1.6000e-02	1.2800e-01
COL4A1	ENST00000375820	1.0000e+00	6.5014e-02	3.5000e-02	1.2800e-01
SIK3	ENST00000292055	1.0000e+00	4.9592e-02	2.2000e-02	1.2800e-01
KAT6B	ENST00000287239	1.0000e+00	6.0836e-02	3.1000e-02	1.2800e-01
KAT7	ENST00000259021	9.9999e-01	2.6879e-02	9.0000e-03	1.2800e-01
ZFR	ENST00000265069	1.0000e+00	4.9340e-02	2.1000e-02	1.2800e-01
GSE1	ENST00000253458	1.0000e+00	4.0689e-02	1.6000e-02	1.2800e-01
GSK3A	ENST00000222330	9.9970e-01	0.0000e+00	0.0000e+00	1.2800e-01
L1CAM	ENST00000370060	1.0000e+00	4.0841e-02	1.6000e-02	1.2900e-01
CTNNB1	ENST00000349496	9.9999e-01	2.7240e-02	9.0000e-03	1.2900e-01
PBRM1	ENST00000394830	1.0000e+00	6.1482e-02	3.1000e-02	1.2900e-01
PRICKLE1	ENST00000455697	9.9999e-01	2.7138e-02	9.0000e-03	1.2900e-01
PUM1	ENST00000426105	1.0000e+00	4.9979e-02	2.2000e-02	1.2900e-01
AHCTF1	ENST00000326225	1.0000e+00	7.1387e-02	4.1000e-02	1.2900e-01
TNPO2	ENST00000425528	1.0000e+00	4.1138e-02	1.6000e-02	1.2900e-01
AAK1	ENST00000409085	1.0000e+00	4.1108e-02	1.6000e-02	1.2900e-01
RASA1	ENST00000274376	1.0000e+00	4.9920e-02	2.2000e-02	1.2900e-01
CDC5L	ENST00000371477	1.0000e+00	4.0964e-02	1.6000e-02	1.2900e-01
FERMT2	ENST00000343279	9.9999e-01	2.7446e-02	9.0000e-03	1.3000e-01
WTAP	ENST00000358372	9.9966e-01	0.0000e+00	0.0000e+00	1.3000e-01
UBR3	ENST00000418381	1.0000e+00	6.6032e-02	3.5000e-02	1.3000e-01
SCN8A	ENST00000354534	1.0000e+00	6.1954e-02	3.1000e-02	1.3000e-01
FNIP2	ENST00000264433	1.0000e+00	4.1279e-02	1.6000e-02	1.3000e-01
MSN	ENST00000360270	9.9967e-01	0.0000e+00	0.0000e+00	1.3000e-01
PPP1R12A	ENST00000450142	1.0000e+00	5.0147e-02	2.2000e-02	1.3000e-01
RANBP9	ENST00000011619	9.9999e-01	2.7369e-02	9.0000e-03	1.3000e-01
USP47	ENST00000339865	1.0000e+00	5.6706e-02	2.7000e-02	1.3000e-01
CCDC88A	ENST00000336838	1.0000e+00	6.9474e-02	3.9000e-02	1.3000e-01
MLLT3	ENST00000380338	9.9964e-01	0.0000e+00	0.0000e+00	1.3100e-01
EIF3A	ENST00000369144	1.0000e+00	6.6251e-02	3.5000e-02	1.3100e-01
YTHDC2	ENST00000161863	1.0000e+00	6.2394e-02	3.2000e-02	1.3100e-01
KSR2	ENST00000339824	1.0000e+00	4.1703e-02	1.6000e-02	1.3100e-01
ZMYND8	ENST00000461685	1.0000e+00	5.0672e-02	2.2000e-02	1.3100e-01
CCNA2	ENST00000274026	9.9962e-01	0.0000e+00	0.0000e+00	1.3200e-01
PTPN6	ENST00000456013	9.9999e-01	2.7900e-02	9.0000e-03	1.3200e-01
SCML2	ENST00000251900	9.9961e-01	0.0000e+00	0.0000e+00	1.3200e-01
SNRK	ENST00000296088	9.9961e-01	0.0000e+00	0.0000e+00	1.3200e-01
MINK1	ENST00000355280	1.0000e+00	6.2681e-02	3.2000e-02	1.3200e-01
IRF6	ENST00000367021	9.9961e-01	0.0000e+00	0.0000e+00	1.3200e-01
ZRSR2	ENST00000307771	9.9963e-01	0.0000e+00	0.0000e+00	1.3200e-01
RFX7	ENST00000423270	1.0000e+00	4.1992e-02	1.6000e-02	1.3200e-01
CSTF2	ENST00000372972	9.9959e-01	0.0000e+00	0.0000e+00	1.3300e-01
NR4A2	ENST00000339562	9.9959e-01	0.0000e+00	0.0000e+00	1.3300e-01
TULP4	ENST00000367097	1.0000e+00	5.1297e-02	2.2000e-02	1.3300e-01
MAP1B	ENST00000296755	1.0000e+00	6.3238e-02	3.2000e-02	1.3300e-01
USP42	ENST00000306177	1.0000e+00	4.2340e-02	1.6000e-02	1.3300e-01
ZNF592	ENST00000299927	9.9998e-01	2.8117e-02	9.0000e-03	1.3300e-01
NPAS2	ENST00000335681	1.0000e+00	4.2405e-02	1.6000e-02	1.3300e-01
ZSWIM8	ENST00000398706	1.0000e+00	6.3091e-02	3.2000e-02	1.3300e-01
IQSEC2	ENST00000396435	9.9998e-01	2.8106e-02	9.0000e-03	1.3300e-01
U2AF2	ENST00000308924	9.9960e-01	0.0000e+00	0.0000e+00	1.3300e-01
ITPR1	ENST00000302640	1.0000e+00	8.0881e-02	5.0000e-02	1.3400e-01
COL2A1	ENST00000380518	1.0000e+00	6.7873e-02	3.6000e-02	1.3400e-01
NPLOC4	ENST00000331134	9.9998e-01	2.8252e-02	9.0000e-03	1.3400e-01
MAPKAPK2	ENST00000367103	9.9957e-01	0.0000e+00	0.0000e+00	1.3400e-01
DDX42	ENST00000578681	1.0000e+00	4.2617e-02	1.6000e-02	1.3400e-01
CACNA1A	ENST00000360228	1.0000e+00	7.6690e-02	4.5000e-02	1.3400e-01
SUZ12	ENST00000322652	9.9998e-01	2.8213e-02	9.0000e-03	1.3400e-01
PHF12	ENST00000332830	1.0000e+00	4.2754e-02	1.6000e-02	1.3500e-01
DACH1	ENST00000305425	9.9954e-01	0.0000e+00	0.0000e+00	1.3500e-01
PORCN	ENST00000326194	9.9953e-01	0.0000e+00	0.0000e+00	1.3500e-01
CTR9	ENST00000361367	1.0000e+00	5.8954e-02	2.8000e-02	1.3500e-01
RBM5	ENST00000347869	1.0000e+00	5.2212e-02	2.3000e-02	1.3500e-01
NRBP1	ENST00000233557	9.9998e-01	2.8379e-02	9.0000e-03	1.3500e-01
TBX5	ENST00000310346	9.9954e-01	0.0000e+00	0.0000e+00	1.3500e-01
FRMD4A	ENST00000357447	1.0000e+00	5.2425e-02	2.3000e-02	1.3500e-01
PTPN11	ENST00000351677	9.9998e-01	2.8439e-02	9.0000e-03	1.3500e-01
DLGAP3	ENST00000373347	9.9998e-01	2.8591e-02	9.0000e-03	1.3600e-01
HIRA	ENST00000263208	1.0000e+00	5.2563e-02	2.3000e-02	1.3600e-01
SETD1A	ENST00000262519	1.0000e+00	5.9487e-02	2.8000e-02	1.3600e-01
NAA35	ENST00000361671	1.0000e+00	4.3359e-02	1.7000e-02	1.3600e-01
ELMSAN1	ENST00000286523	1.0000e+00	4.3188e-02	1.7000e-02	1.3600e-01
CACTIN	ENST00000429344	9.9998e-01	2.8772e-02	9.0000e-03	1.3600e-01
ARHGEF6	ENST00000250617	9.9998e-01	2.8593e-02	9.0000e-03	1.3600e-01
FAM120C	ENST00000375180	9.9998e-01	2.8743e-02	9.0000e-03	1.3600e-01
RBM6	ENST00000266022	1.0000e+00	5.9555e-02	2.8000e-02	1.3600e-01
KIF1A	ENST00000498729	1.0000e+00	7.2632e-02	4.0000e-02	1.3600e-01
MECOM	ENST00000264674	1.0000e+00	4.3346e-02	1.7000e-02	1.3600e-01
MBD5	ENST00000407073	1.0000e+00	4.3103e-02	1.7000e-02	1.3600e-01
MEIS1	ENST00000272369	9.9951e-01	0.0000e+00	0.0000e+00	1.3600e-01
INTS6	ENST00000311234	1.0000e+00	4.3240e-02	1.7000e-02	1.3600e-01
ZFHX3	ENST00000268489	1.0000e+00	8.0128e-02	4.8000e-02	1.3600e-01
JPH4	ENST00000397118	9.9948e-01	0.0000e+00	0.0000e+00	1.3700e-01
SMARCA1	ENST00000371122	1.0000e+00	4.3444e-02	1.7000e-02	1.3700e-01
HEATR1	ENST00000366582	1.0000e+00	7.5658e-02	4.3000e-02	1.3700e-01
BAI3	ENST00000370598	1.0000e+00	6.9944e-02	3.7000e-02	1.3800e-01
SLC12A5	ENST00000454036	1.0000e+00	5.3293e-02	2.3000e-02	1.3800e-01
TAF3	ENST00000344293	9.9997e-01	2.9185e-02	9.0000e-03	1.3800e-01
SHOC2	ENST00000369452	9.9946e-01	0.0000e+00	0.0000e+00	1.3800e-01
PSMC1	ENST00000261303	9.9945e-01	0.0000e+00	0.0000e+00	1.3800e-01
RBM22	ENST00000199814	9.9947e-01	0.0000e+00	0.0000e+00	1.3800e-01
NFKB1	ENST00000226574	1.0000e+00	4.3865e-02	1.7000e-02	1.3800e-01
AFF4	ENST00000265343	1.0000e+00	5.3282e-02	2.3000e-02	1.3800e-01
RB1CC1	ENST00000025008	1.0000e+00	6.5412e-02	3.3000e-02	1.3800e-01
SAFB	ENST00000588852	1.0000e+00	4.3902e-02	1.7000e-02	1.3800e-01
TRAPPC8	ENST00000283351	1.0000e+00	6.5769e-02	3.3000e-02	1.3800e-01
ARID4A	ENST00000355431	1.0000e+00	6.0714e-02	2.9000e-02	1.3900e-01
TRIO	ENST00000344204	1.0000e+00	8.8725e-02	5.8000e-02	1.3900e-01
YTHDF2	ENST00000373812	9.9943e-01	0.0000e+00	0.0000e+00	1.3900e-01
PPFIA2	ENST00000549396	1.0000e+00	6.6311e-02	3.4000e-02	1.3900e-01
KDM6B	ENST00000254846	1.0000e+00	6.1331e-02	2.9000e-02	1.4000e-01
SPTB	ENST00000389722	1.0000e+00	8.0201e-02	4.7000e-02	1.4000e-01
SOS1	ENST00000426016	1.0000e+00	6.6728e-02	3.4000e-02	1.4000e-01
BAI1	ENST00000517894	1.0000e+00	6.1180e-02	2.9000e-02	1.4000e-01
AMBRA1	ENST00000314845	1.0000e+00	5.4064e-02	2.4000e-02	1.4000e-01
UBE2O	ENST00000319380	1.0000e+00	5.4284e-02	2.4000e-02	1.4000e-01
ZNF292	ENST00000369577	1.0000e+00	7.4664e-02	4.1000e-02	1.4000e-01
BCOR	ENST00000378444	1.0000e+00	4.4884e-02	1.7000e-02	1.4100e-01
HDAC5	ENST00000225983	1.0000e+00	5.4660e-02	2.4000e-02	1.4100e-01
PODXL2	ENST00000342480	9.9936e-01	0.0000e+00	0.0000e+00	1.4100e-01
AFTPH	ENST00000238855	9.9997e-01	2.9678e-02	1.0000e-02	1.4100e-01
RANBP3	ENST00000340578	9.9997e-01	2.9665e-02	1.0000e-02	1.4100e-01
SPAG9	ENST00000262013	1.0000e+00	6.7581e-02	3.4000e-02	1.4200e-01
FNBP4	ENST00000263773	1.0000e+00	5.5054e-02	2.4000e-02	1.4200e-01
AGPAT3	ENST00000398063	9.9933e-01	0.0000e+00	0.0000e+00	1.4200e-01
RANBP2	ENST00000283195	1.0000e+00	8.5586e-02	5.3000e-02	1.4200e-01
TKTL1	ENST00000369915	9.9933e-01	0.0000e+00	0.0000e+00	1.4200e-01
ZBTB44	ENST00000525842	9.9929e-01	0.0000e+00	0.0000e+00	1.4200e-01
WHSC1L1	ENST00000317025	1.0000e+00	6.7444e-02	3.4000e-02	1.4200e-01
CNOT4	ENST00000541284	9.9996e-01	3.0240e-02	1.0000e-02	1.4300e-01
JAG2	ENST00000331782	1.0000e+00	6.2561e-02	3.0000e-02	1.4300e-01
TFCP2L1	ENST00000263707	9.9996e-01	3.0151e-02	1.0000e-02	1.4300e-01
MAOA	ENST00000338702	9.9928e-01	0.0000e+00	0.0000e+00	1.4300e-01
SAMD4B	ENST00000314471	9.9996e-01	3.0155e-02	1.0000e-02	1.4300e-01
CSNK1E	ENST00000396832	9.9926e-01	0.0000e+00	0.0000e+00	1.4300e-01
DNMT1	ENST00000359526	1.0000e+00	7.6163e-02	4.2000e-02	1.4300e-01
PHEX	ENST00000379374	9.9996e-01	3.0080e-02	1.0000e-02	1.4300e-01
ATXN2L	ENST00000395547	1.0000e+00	5.5190e-02	2.4000e-02	1.4300e-01
XPO4	ENST00000255305	1.0000e+00	6.2273e-02	3.0000e-02	1.4300e-01
ARFGEF1	ENST00000262215	1.0000e+00	7.9167e-02	4.5000e-02	1.4300e-01
COPS5	ENST00000357849	9.9925e-01	0.0000e+00	0.0000e+00	1.4400e-01
SPOP	ENST00000393331	9.9922e-01	0.0000e+00	0.0000e+00	1.4400e-01
CSDE1	ENST00000438362	1.0000e+00	4.5633e-02	1.8000e-02	1.4400e-01
API5	ENST00000531273	9.9996e-01	3.0306e-02	1.0000e-02	1.4400e-01
CUL1	ENST00000325222	1.0000e+00	5.5613e-02	2.4000e-02	1.4400e-01
DDX46	ENST00000354283	1.0000e+00	6.2993e-02	3.0000e-02	1.4400e-01
ZFHX4	ENST00000521891	1.0000e+00	8.5054e-02	5.1000e-02	1.4400e-01
GNB1	ENST00000378609	9.9920e-01	0.0000e+00	0.0000e+00	1.4500e-01
HOMER1	ENST00000334082	9.9920e-01	0.0000e+00	0.0000e+00	1.4500e-01
ZFPM2	ENST00000407775	1.0000e+00	4.6144e-02	1.8000e-02	1.4500e-01
AEBP2	ENST00000398864	9.9921e-01	0.0000e+00	0.0000e+00	1.4500e-01
NUP85	ENST00000245544	1.0000e+00	4.6109e-02	1.8000e-02	1.4500e-01
CBLL1	ENST00000440859	9.9918e-01	0.0000e+00	0.0000e+00	1.4500e-01
RNF38	ENST00000259605	9.9995e-01	3.0651e-02	1.0000e-02	1.4500e-01
BAZ2A	ENST00000551812	1.0000e+00	7.7856e-02	4.3000e-02	1.4600e-01
JAG1	ENST00000254958	1.0000e+00	6.3704e-02	3.0000e-02	1.4600e-01
ASXL2	ENST00000435504	1.0000e+00	5.6442e-02	2.5000e-02	1.4600e-01
SP3	ENST00000310015	9.9995e-01	3.0846e-02	1.0000e-02	1.4600e-01
SRRM1	ENST00000323848	1.0000e+00	5.6430e-02	2.5000e-02	1.4600e-01
MAML1	ENST00000292599	9.9995e-01	3.0681e-02	1.0000e-02	1.4600e-01
CCNC	ENST00000520429	9.9914e-01	0.0000e+00	0.0000e+00	1.4600e-01
KIF23	ENST00000260363	1.0000e+00	6.3665e-02	3.0000e-02	1.4600e-01
EZH2	ENST00000320356	1.0000e+00	4.6301e-02	1.8000e-02	1.4600e-01
RFX4	ENST00000357881	9.9999e-01	4.6817e-02	1.8000e-02	1.4700e-01
XRCC5	ENST00000392133	9.9999e-01	4.6550e-02	1.8000e-02	1.4700e-01
USP24	ENST00000294383	1.0000e+00	9.4237e-02	6.1000e-02	1.4700e-01
CHD3	ENST00000380358	1.0000e+00	8.6585e-02	5.2000e-02	1.4700e-01
HNRNPA1	ENST00000340913	9.9911e-01	0.0000e+00	0.0000e+00	1.4700e-01
PPP1CB	ENST00000395366	9.9912e-01	0.0000e+00	0.0000e+00	1.4700e-01
FLT4	ENST00000261937	1.0000e+00	7.0024e-02	3.6000e-02	1.4700e-01
UNC79	ENST00000256339	1.0000e+00	8.8760e-02	5.5000e-02	1.4700e-01
ZNF217	ENST00000371471	9.9995e-01	3.1032e-02	1.0000e-02	1.4700e-01
EFHC2	ENST00000420999	9.9910e-01	0.0000e+00	0.0000e+00	1.4700e-01
WBP11	ENST00000261167	9.9994e-01	3.1137e-02	1.0000e-02	1.4800e-01
ITPKB	ENST00000429204	9.9994e-01	3.1173e-02	1.0000e-02	1.4800e-01
CTCF	ENST00000264010	9.9994e-01	3.1238e-02	1.0000e-02	1.4800e-01
ATP2B2	ENST00000360273	1.0000e+00	5.7152e-02	2.5000e-02	1.4800e-01
MAOB	ENST00000378069	9.9903e-01	0.0000e+00	0.0000e+00	1.4800e-01
KLHDC3	ENST00000326974	9.9908e-01	0.0000e+00	0.0000e+00	1.4800e-01
PRMT1	ENST00000454376	9.9907e-01	0.0000e+00	0.0000e+00	1.4800e-01
TGFB2	ENST00000366929	9.9905e-01	0.0000e+00	0.0000e+00	1.4800e-01
DIP2C	ENST00000280886	1.0000e+00	7.9428e-02	4.4000e-02	1.4900e-01
NFIX	ENST00000397661	9.9903e-01	0.0000e+00	0.0000e+00	1.4900e-01
FBXL17	ENST00000542267	9.9901e-01	0.0000e+00	0.0000e+00	1.4900e-01
WAS	ENST00000376701	9.9901e-01	0.0000e+00	0.0000e+00	1.4900e-01
GCM1	ENST00000259803	9.9900e-01	0.0000e+00	0.0000e+00	1.4900e-01
YBX2	ENST00000007699	9.9896e-01	0.0000e+00	0.0000e+00	1.5000e-01
TLE4	ENST00000376552	9.9999e-01	4.7513e-02	1.8000e-02	1.5000e-01
SLC6A1	ENST00000287766	9.9993e-01	3.1589e-02	1.0000e-02	1.5000e-01
EBF3	ENST00000368648	9.9993e-01	3.1575e-02	1.0000e-02	1.5000e-01
MAPK8IP3	ENST00000250894	1.0000e+00	7.1508e-02	3.6000e-02	1.5000e-01
AHSA1	ENST00000216479	9.9896e-01	0.0000e+00	0.0000e+00	1.5000e-01
PAN3	ENST00000380958	9.9999e-01	4.7671e-02	1.8000e-02	1.5000e-01
